Telemetry_ID,Trip_ID,Timestamp,Minute_Offset,Latitude,Longitude,Altitude_Meters,Speed_KMH,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z,Phone_Mount
TEL_002604,T102,2026-08-14 18:37:00,6,12.923963,77.617889,872.0,31.34,0.057,0.596,11.451,-0.36,16.17,-1.19,Handlebar_Mount
TEL_002605,T102,2026-08-14 18:38:00,7,12.923979,77.617912,872.4,30.21,-0.042,0.925,9.751,3.33,11.4,5.35,Handlebar_Mount
TEL_002606,T102,2026-08-14 18:39:00,8,12.923947,77.617958,871.5,30.01,0.188,0.973,9.695,3.9,-9.8,18.54,Handlebar_Mount
TEL_002607,T102,2026-08-14 18:40:00,9,12.923918,77.617979,883.9,27.85,0.773,-0.578,10.158,-2.68,0.31,28.59,Handlebar_Mount
TEL_002608,T102,2026-08-14 18:41:00,10,12.923886,77.617933,883.5,29.86,-0.263,1.707,10.128,5.42,20.93,-20.6,Handlebar_Mount
TEL_002609,T102,2026-08-14 18:42:00,11,12.923902,77.617956,875.4,29.96,-0.178,-0.051,9.283,-10.37,9.74,3.16,Handlebar_Mount
TEL_002610,T102,2026-08-14 18:43:00,12,12.923915,77.61792,879.8,23.85,-0.807,0.57,8.622,-0.05,0.71,20.79,Handlebar_Mount
TEL_002611,T102,2026-08-14 18:44:00,13,12.923883,77.617874,882.1,29.88,-0.646,0.747,9.702,5.75,19.5,21.76,Handlebar_Mount
TEL_002612,T102,2026-08-14 18:45:00,14,12.923919,77.617822,878.6,33.42,-0.641,0.292,9.846,-9.15,-2.42,-1.44,Handlebar_Mount
TEL_002613,T102,2026-08-14 18:46:00,15,12.923878,77.617881,879.7,38.02,0.066,0.525,8.772,1.81,19.76,1.74,Handlebar_Mount
TEL_002614,T102,2026-08-14 18:47:00,16,12.923837,77.617821,890.7,38.79,-0.699,-1.348,9.498,16.3,-16.66,-0.8,Handlebar_Mount
TEL_002615,T102,2026-08-14 18:48:00,17,12.923858,77.61776,879.9,40.12,0.214,0.886,8.969,-15.68,-1.05,3.4,Handlebar_Mount
TEL_002616,T102,2026-08-14 18:49:00,18,12.923897,77.617787,877.0,36.16,0.377,-0.597,10.015,-0.13,-10.62,4.04,Handlebar_Mount
TEL_002617,T102,2026-08-14 18:50:00,19,12.923931,77.617837,884.1,32.22,-0.112,-0.745,9.753,-5.24,-28.06,9.45,Handlebar_Mount
TEL_002618,T102,2026-08-14 18:51:00,20,12.923948,77.617786,883.0,33.16,0.723,-1.206,9.411,17.6,-13.44,1.66,Handlebar_Mount
TEL_002619,T102,2026-08-14 18:52:00,21,12.923967,77.617731,873.3,35.82,0.244,-1.329,10.13,4.35,9.47,1.24,Handlebar_Mount
TEL_002620,T102,2026-08-14 18:53:00,22,12.923994,77.61777,882.5,25.44,0.446,0.595,9.48,-6.28,-0.4,-12.96,Handlebar_Mount
TEL_002621,T102,2026-08-14 18:54:00,23,12.923972,77.617803,887.9,21.15,0.651,0.606,9.665,-0.97,-22.54,2.43,Handlebar_Mount
TEL_002622,T103,2026-08-15 20:44:00,1,12.894663,77.595952,879.3,0.08,0.305,1.858,9.544,9.05,0.45,22.12,Handlebar_Mount
TEL_002623,T103,2026-08-15 20:45:00,2,12.894666,77.595954,882.3,2.55,-0.686,-0.453,9.831,5.59,-6.16,-4.16,Handlebar_Mount
TEL_002624,T103,2026-08-15 20:46:00,3,12.894682,77.595931,879.7,15.3,0.26,-1.421,10.278,13.44,-6.04,18.81,Handlebar_Mount
TEL_002625,T103,2026-08-15 20:47:00,4,12.894698,77.595977,878.3,30.43,-1.007,-0.915,9.848,-5.42,-6.65,3.23,Handlebar_Mount
TEL_002626,T103,2026-08-15 20:48:00,5,12.894715,77.595929,880.7,31.3,-0.172,-3.021,9.419,-6.36,1.8,-2.46,Handlebar_Mount
TEL_002627,T103,2026-08-15 20:49:00,6,12.894681,77.595954,880.3,31.7,-0.406,-0.524,9.359,1.26,-7.4,2.26,Handlebar_Mount
TEL_002628,T103,2026-08-15 20:50:00,7,12.894648,77.595905,893.0,31.49,-0.189,1.595,9.507,-4.29,-1.29,-14.24,Handlebar_Mount
TEL_002629,T103,2026-08-15 20:51:00,8,12.894608,77.595963,880.3,37.72,-0.447,-2.875,10.026,-7.81,-5.3,-2.27,Handlebar_Mount
TEL_002630,T103,2026-08-15 20:52:00,9,12.894647,77.59602,882.4,37.26,0.794,0.646,9.333,6.84,6.42,-12.88,Handlebar_Mount
TEL_002631,T103,2026-08-15 20:53:00,10,12.89468,77.596044,872.8,30.34,0.325,-0.284,9.535,-14.0,7.54,12.82,Handlebar_Mount
TEL_002632,T103,2026-08-15 20:54:00,11,12.894695,77.596089,878.8,29.82,-0.429,-0.034,9.275,0.82,-0.38,-7.57,Handlebar_Mount
TEL_002633,T103,2026-08-15 20:55:00,12,12.894659,77.596143,884.7,34.56,0.491,0.011,10.327,-5.13,8.47,16.34,Handlebar_Mount
TEL_002634,T103,2026-08-15 20:56:00,13,12.894618,77.596083,883.1,38.63,-0.939,1.374,9.581,-2.3,-19.85,-15.21,Handlebar_Mount
TEL_002635,T103,2026-08-15 20:57:00,14,12.89458,77.596111,887.2,36.19,0.547,1.221,10.693,-1.55,-13.88,-24.43,Handlebar_Mount
TEL_002636,T103,2026-08-15 20:58:00,15,12.894598,77.596059,873.2,34.02,-0.738,-1.584,10.226,1.2,12.29,-8.22,Handlebar_Mount
TEL_002637,T103,2026-08-15 20:59:00,16,12.894559,77.596087,879.7,36.54,-0.918,0.027,9.394,-5.74,-9.57,30.85,Handlebar_Mount
TEL_002638,T103,2026-08-15 21:00:00,17,12.89458,77.596149,885.2,40.44,-0.01,-1.203,10.04,0.2,-7.7,-7.41,Handlebar_Mount
TEL_002639,T103,2026-08-15 21:01:00,18,12.894558,77.596181,878.3,20.96,0.5,-0.021,9.753,-7.51,-6.31,24.35,Handlebar_Mount
TEL_002640,T103,2026-08-15 21:02:00,19,12.89454,77.596154,876.2,17.34,-0.562,0.079,11.025,6.12,1.21,-6.42,Handlebar_Mount
TEL_002641,T104,2026-08-16 21:11:00,1,12.903239,77.617298,882.1,5.97,-0.134,0.82,9.731,0.96,3.21,5.82,Handlebar_Mount
TEL_002642,T104,2026-08-16 21:12:00,2,12.903228,77.617307,883.0,10.76,0.672,1.828,9.837,-1.41,4.76,-15.95,Handlebar_Mount
TEL_002643,T104,2026-08-16 21:13:00,3,12.90325,77.617323,871.6,21.26,1.029,-0.022,9.873,3.07,6.32,-2.13,Handlebar_Mount
TEL_002644,T104,2026-08-16 21:14:00,4,12.903263,77.61736,878.3,24.43,-0.452,0.893,10.546,9.24,4.41,-20.87,Handlebar_Mount
TEL_002645,T104,2026-08-16 21:15:00,5,12.90328,77.617386,885.3,32.67,-0.328,0.326,9.703,9.98,4.52,3.19,Handlebar_Mount
TEL_002646,T104,2026-08-16 21:16:00,6,12.903314,77.61741,892.7,31.88,0.3,-0.757,10.046,2.09,23.92,-5.16,Handlebar_Mount
TEL_002647,T104,2026-08-16 21:17:00,7,12.903282,77.617363,881.6,30.67,-0.186,0.869,10.402,-10.82,1.76,8.89,Handlebar_Mount
TEL_002648,T104,2026-08-16 21:18:00,8,12.903309,77.617403,879.9,26.27,0.13,0.682,9.519,-12.25,-10.42,20.9,Handlebar_Mount
TEL_002649,T104,2026-08-16 21:19:00,9,12.903277,77.617357,895.1,30.16,-0.251,-1.366,9.822,6.37,-1.5,1.34,Handlebar_Mount
TEL_002650,T104,2026-08-16 21:20:00,10,12.903297,77.617413,885.4,36.74,-0.603,-0.836,10.083,7.13,-11.27,9.22,Handlebar_Mount
TEL_002651,T104,2026-08-16 21:21:00,11,12.903339,77.617474,885.3,39.45,-2.022,-0.12,9.043,9.22,5.7,7.48,Handlebar_Mount
TEL_002652,T104,2026-08-16 21:22:00,12,12.903357,77.617527,877.2,34.65,0.133,-2.856,9.409,-5.48,-3.0,37.89,Handlebar_Mount
TEL_002653,T104,2026-08-16 21:23:00,13,12.903377,77.617556,878.7,37.01,0.14,0.821,9.867,4.39,-21.01,10.47,Handlebar_Mount
TEL_002654,T104,2026-08-16 21:24:00,14,12.90342,77.617587,877.9,41.0,0.02,-0.983,9.452,0.45,-13.14,-10.82,Handlebar_Mount
TEL_002655,T104,2026-08-16 21:25:00,15,12.90344,77.61753,882.0,37.47,1.259,-0.325,9.605,-1.86,-15.39,-37.86,Handlebar_Mount
TEL_002656,T104,2026-08-16 21:26:00,16,12.9034,77.617471,874.2,37.8,-0.092,-0.731,9.671,-8.09,-11.18,3.62,Handlebar_Mount
TEL_002657,T104,2026-08-16 21:27:00,17,12.903431,77.617517,884.4,29.56,0.24,0.605,9.737,-0.8,12.92,3.21,Handlebar_Mount
TEL_002658,T104,2026-08-16 21:28:00,18,12.90346,77.617476,887.9,26.9,-0.519,-0.159,10.291,7.54,-5.35,4.44,Handlebar_Mount
TEL_002659,T105,2026-08-10 23:18:00,1,12.918392,77.625616,871.6,8.57,0.584,0.006,10.138,1.41,-15.66,20.92,Handlebar_Mount
TEL_002660,T105,2026-08-10 23:19:00,2,12.918384,77.625604,871.8,7.84,-1.497,1.011,9.454,10.92,-0.25,-0.4,Handlebar_Mount
TEL_002661,T105,2026-08-10 23:20:00,3,12.918365,77.625618,877.1,18.24,-0.159,0.263,9.918,6.67,13.64,-14.59,Handlebar_Mount
TEL_002662,T105,2026-08-10 23:21:00,4,12.918337,77.625658,869.9,26.26,-0.161,1.223,9.704,6.39,6.54,24.14,Handlebar_Mount
TEL_002663,T105,2026-08-10 23:22:00,5,12.918312,77.625694,878.6,23.72,0.842,-0.559,10.366,1.99,-7.43,27.39,Handlebar_Mount
TEL_002664,T105,2026-08-10 23:23:00,6,12.918345,77.625646,879.0,31.7,-1.15,0.275,9.804,-6.72,23.9,6.02,Handlebar_Mount
TEL_002665,T105,2026-08-10 23:24:00,7,12.918309,77.625672,889.0,33.75,0.646,0.144,8.221,-2.44,-2.28,13.12,Handlebar_Mount
TEL_002666,T105,2026-08-10 23:25:00,8,12.918271,77.625728,883.8,36.55,0.758,0.896,9.148,0.1,18.1,11.78,Handlebar_Mount
TEL_002667,T105,2026-08-10 23:26:00,9,12.918234,77.625674,878.4,34.84,0.191,-0.115,10.584,10.35,-16.23,-19.54,Handlebar_Mount
TEL_002668,T105,2026-08-10 23:27:00,10,12.918189,77.625707,878.8,42.65,1.006,-0.348,10.136,0.21,8.3,13.92,Handlebar_Mount
TEL_002669,T105,2026-08-10 23:28:00,11,12.918232,77.62577,874.0,40.76,-1.24,-0.517,9.91,10.73,-15.1,-5.59,Handlebar_Mount
TEL_002670,T105,2026-08-10 23:29:00,12,12.918272,77.625799,878.4,37.63,-0.043,0.171,8.874,-7.7,-2.5,-3.75,Handlebar_Mount
TEL_002671,T105,2026-08-10 23:30:00,13,12.918314,77.62586,885.5,39.68,1.002,0.16,8.142,18.08,-4.85,23.42,Handlebar_Mount
TEL_002672,T105,2026-08-10 23:31:00,14,12.918354,77.625918,876.7,37.99,0.129,1.648,10.728,-3.64,2.35,0.07,Handlebar_Mount
TEL_002673,T105,2026-08-10 23:32:00,15,12.918312,77.625948,878.2,39.27,-0.403,0.344,9.819,-0.28,1.64,2.86,Handlebar_Mount
TEL_002674,T105,2026-08-10 23:33:00,16,12.918336,77.625881,883.9,43.95,0.331,-0.013,9.746,-6.41,-22.59,14.46,Handlebar_Mount
TEL_002675,T105,2026-08-10 23:34:00,17,12.918377,77.62594,880.1,38.73,-0.016,0.508,9.614,-4.69,-3.09,12.36,Handlebar_Mount
TEL_002676,T105,2026-08-10 23:35:00,18,12.918397,77.62597,881.2,38.91,-0.231,-0.148,10.799,-0.39,8.69,-13.57,Handlebar_Mount
TEL_002677,T105,2026-08-10 23:36:00,19,12.918418,77.625909,883.0,39.52,0.13,0.365,9.814,-25.66,-2.18,6.11,Handlebar_Mount
TEL_002678,T105,2026-08-10 23:37:00,20,12.918462,77.625941,881.0,41.28,-0.014,-1.008,10.501,14.67,-8.63,8.53,Handlebar_Mount
TEL_002679,T105,2026-08-10 23:38:00,21,12.918425,77.625888,880.0,34.5,-0.123,0.428,10.39,3.49,1.89,-10.11,Handlebar_Mount
TEL_002680,T105,2026-08-10 23:39:00,22,12.918385,77.625917,878.1,38.02,-0.518,-0.508,9.379,-6.44,-1.43,-0.59,Handlebar_Mount
TEL_002681,T105,2026-08-10 23:40:00,23,12.918413,77.625958,880.0,26.79,0.05,-0.111,9.766,8.44,-6.91,21.56,Handlebar_Mount
TEL_002682,T105,2026-08-10 23:41:00,24,12.918382,77.625981,878.5,29.35,-0.401,0.344,9.541,10.53,-9.95,-0.45,Handlebar_Mount
TEL_002683,T105,2026-08-10 23:42:00,25,12.91842,77.625927,882.6,35.3,-0.305,0.615,9.769,-15.44,11.55,7.61,Handlebar_Mount
TEL_002684,T105,2026-08-10 23:43:00,26,12.918435,77.625948,879.4,28.19,0.387,-0.347,9.364,4.74,6.94,-3.95,Handlebar_Mount
TEL_002685,T105,2026-08-10 23:44:00,27,12.918452,77.625998,876.3,32.39,0.443,0.315,10.266,-12.45,0.96,24.99,Handlebar_Mount
TEL_002686,T105,2026-08-10 23:45:00,28,12.918484,77.626022,872.1,30.82,-0.07,1.404,9.492,10.51,4.07,-1.03,Handlebar_Mount
TEL_002687,T105,2026-08-10 23:46:00,29,12.918505,77.626081,880.4,38.56,1.305,-0.579,9.341,-0.86,-3.42,-1.46,Handlebar_Mount
TEL_002688,T105,2026-08-10 23:47:00,30,12.918549,77.626113,883.5,41.83,-0.06,-1.488,9.71,-6.83,-5.99,1.87,Handlebar_Mount
TEL_002689,T105,2026-08-10 23:48:00,31,12.918595,77.626047,889.5,43.13,-1.402,0.219,9.281,-1.29,-10.13,-11.53,Handlebar_Mount
TEL_002690,T105,2026-08-10 23:49:00,32,12.918635,77.626105,879.0,37.75,-0.987,-1.052,9.78,-9.47,-21.47,-0.55,Handlebar_Mount
TEL_002691,T105,2026-08-10 23:50:00,33,12.918651,77.626057,877.4,30.91,0.865,1.577,9.124,15.54,6.39,-14.95,Handlebar_Mount
TEL_002692,T105,2026-08-10 23:51:00,34,12.918662,77.626027,879.6,20.02,0.782,1.232,9.549,8.78,0.58,4.69,Handlebar_Mount
TEL_002693,T106,2026-08-11 05:15:00,1,12.979875,77.582904,877.7,5.26,2.619,0.487,9.126,-14.59,-2.56,23.63,Handlebar_Mount
TEL_002694,T106,2026-08-11 05:16:00,2,12.979878,77.582896,885.5,5.17,1.364,-0.008,9.996,6.38,-8.37,35.37,Handlebar_Mount
TEL_002695,T106,2026-08-11 05:17:00,3,12.979898,77.58291,870.9,18.44,1.498,1.228,9.471,-2.45,0.06,-3.04,Handlebar_Mount
TEL_002696,T106,2026-08-11 05:18:00,4,12.979917,77.582967,885.3,37.08,3.244,1.726,10.144,-0.67,-7.94,-86.8,Handlebar_Mount
TEL_002697,T106,2026-08-11 05:19:00,5,12.979875,77.582906,882.3,39.63,-0.472,0.236,9.797,-3.15,16.0,39.65,Handlebar_Mount
TEL_002698,T106,2026-08-11 05:20:00,6,12.979831,77.582939,882.0,42.36,3.637,2.888,9.365,-3.44,1.21,-51.15,Handlebar_Mount
TEL_002699,T106,2026-08-11 05:21:00,7,12.979787,77.58297,887.4,41.15,-1.829,-0.112,10.076,-14.62,-2.36,64.52,Handlebar_Mount
TEL_002700,T106,2026-08-11 05:22:00,8,12.979829,77.583001,876.5,39.8,0.053,-4.61,10.686,-7.42,-18.59,-14.33,Handlebar_Mount
TEL_002701,T106,2026-08-11 05:23:00,9,12.979781,77.583036,873.2,45.34,-0.143,0.513,9.858,-1.01,26.43,71.85,Handlebar_Mount
TEL_002702,T106,2026-08-11 05:24:00,10,12.97981,77.58312,877.2,55.0,1.645,0.895,10.254,-10.47,-8.94,14.31,Handlebar_Mount
TEL_002703,T106,2026-08-11 05:25:00,11,12.979866,77.583201,888.3,52.44,1.862,2.833,10.098,-2.45,-9.32,-6.24,Handlebar_Mount
TEL_002704,T106,2026-08-11 05:26:00,12,12.979918,77.583125,876.9,49.21,-1.612,-0.299,8.976,-6.47,11.25,3.58,Handlebar_Mount
TEL_002705,T106,2026-08-11 05:27:00,13,12.979947,77.583041,882.2,54.62,-0.342,0.501,9.795,7.59,-3.29,6.83,Handlebar_Mount
TEL_002706,T106,2026-08-11 05:28:00,14,12.979893,77.582963,883.7,50.65,1.596,-0.368,11.372,-8.06,-11.43,-24.44,Handlebar_Mount
TEL_002707,T106,2026-08-11 05:29:00,15,12.979849,77.582995,881.2,41.73,-0.994,-0.826,10.449,-8.34,9.19,-47.66,Handlebar_Mount
TEL_002708,T106,2026-08-11 05:30:00,16,12.979808,77.583025,879.8,38.89,-1.856,-0.263,10.208,7.35,10.34,-25.38,Handlebar_Mount
TEL_002709,T106,2026-08-11 05:31:00,17,12.979835,77.582947,877.0,50.81,-0.902,-4.59,8.391,6.53,14.87,-1.19,Handlebar_Mount
TEL_002710,T106,2026-08-11 05:32:00,18,12.979861,77.582871,877.7,49.47,1.601,-0.124,9.873,5.43,-4.03,33.36,Handlebar_Mount
TEL_002711,T106,2026-08-11 05:33:00,19,12.979889,77.582954,871.0,53.92,-1.265,0.412,9.055,6.24,21.16,-3.86,Handlebar_Mount
TEL_002712,T106,2026-08-11 05:34:00,20,12.979836,77.583031,891.1,50.23,0.302,-0.342,9.271,-0.85,10.17,-17.52,Handlebar_Mount
TEL_002713,T106,2026-08-11 05:35:00,21,12.97978,77.583072,882.3,53.09,1.17,0.264,9.838,-6.04,-12.05,58.23,Handlebar_Mount
TEL_002714,T106,2026-08-11 05:36:00,22,12.979716,77.582979,881.1,60.52,2.84,3.42,8.773,-0.57,-6.86,58.33,Handlebar_Mount
TEL_002715,T106,2026-08-11 05:37:00,23,12.979651,77.583026,879.2,61.43,-1.467,3.976,10.08,-1.16,-3.79,12.44,Handlebar_Mount
TEL_002716,T106,2026-08-11 05:38:00,24,12.979603,77.583061,885.3,45.23,0.329,-1.5,9.888,-4.01,-14.87,-9.7,Handlebar_Mount
TEL_002717,T106,2026-08-11 05:39:00,25,12.979621,77.583087,875.1,33.64,2.635,-4.088,10.228,4.72,10.41,7.69,Handlebar_Mount
TEL_002718,T107,2026-08-12 06:24:00,1,12.983941,77.600436,876.8,8.64,-0.235,-4.443,10.351,-11.27,-10.32,24.91,Handlebar_Mount
TEL_002719,T107,2026-08-12 06:25:00,2,12.983954,77.600454,887.2,12.18,0.818,0.328,9.23,-6.91,-9.17,13.37,Handlebar_Mount
TEL_002720,T107,2026-08-12 06:26:00,3,12.983976,77.600422,876.5,21.23,-0.936,3.368,9.902,-0.04,-8.01,24.14,Handlebar_Mount
TEL_002721,T107,2026-08-12 06:27:00,4,12.983943,77.600445,879.6,30.8,0.89,0.886,10.488,-3.71,-10.0,91.45,Handlebar_Mount
TEL_002722,T107,2026-08-12 06:28:00,5,12.983961,77.600498,886.1,33.99,0.718,0.295,9.683,-1.51,5.19,-6.8,Handlebar_Mount
TEL_002723,T107,2026-08-12 06:29:00,6,12.983919,77.600436,880.2,40.26,-0.268,-4.335,8.694,5.07,-23.02,-18.1,Handlebar_Mount
TEL_002724,T107,2026-08-12 06:30:00,7,12.983879,77.600493,876.8,37.31,2.382,-0.273,10.417,-6.17,-10.53,-46.35,Handlebar_Mount
TEL_002725,T107,2026-08-12 06:31:00,8,12.983924,77.600557,885.4,41.88,-1.614,0.424,10.015,1.72,-8.74,62.46,Handlebar_Mount
TEL_002726,T107,2026-08-12 06:32:00,9,12.983947,77.600626,880.9,44.86,-1.469,0.276,9.382,6.35,-13.53,53.52,Handlebar_Mount
TEL_002727,T107,2026-08-12 06:33:00,10,12.983968,77.600687,878.5,39.36,0.882,-0.509,9.714,6.25,19.55,-51.98,Handlebar_Mount
TEL_002728,T107,2026-08-12 06:34:00,11,12.984014,77.600753,871.7,43.24,0.307,3.44,10.068,11.17,0.06,6.75,Handlebar_Mount
TEL_002729,T107,2026-08-12 06:35:00,12,12.983969,77.600819,877.0,42.52,-1.371,-3.651,9.679,-1.65,5.17,59.44,Handlebar_Mount
TEL_002730,T107,2026-08-12 06:36:00,13,12.984019,77.600891,891.3,47.37,1.049,0.449,7.993,7.94,-12.75,40.17,Handlebar_Mount
TEL_002731,T107,2026-08-12 06:37:00,14,12.984045,77.600815,874.0,49.53,-1.217,0.2,10.733,2.29,-9.9,-65.41,Handlebar_Mount
TEL_002732,T107,2026-08-12 06:38:00,15,12.984098,77.600854,870.2,50.12,1.225,4.127,9.74,14.41,11.86,-7.89,Handlebar_Mount
TEL_002733,T107,2026-08-12 06:39:00,16,12.984041,77.600896,886.3,54.43,1.04,0.399,10.169,-11.75,-1.81,103.21,Handlebar_Mount
TEL_002734,T107,2026-08-12 06:40:00,17,12.984069,77.600814,885.6,53.07,-0.638,-3.489,9.867,7.06,6.92,-34.37,Handlebar_Mount
TEL_002735,T107,2026-08-12 06:41:00,18,12.984102,77.600911,875.3,62.96,2.85,0.916,9.321,-2.6,-14.53,-78.94,Handlebar_Mount
TEL_002736,T107,2026-08-12 06:42:00,19,12.984132,77.600824,884.7,56.28,1.537,-4.707,9.586,12.09,6.9,-47.75,Handlebar_Mount
TEL_002737,T107,2026-08-12 06:43:00,20,12.984069,77.60087,880.2,59.78,0.403,0.324,10.47,6.9,-3.82,4.2,Handlebar_Mount
TEL_002738,T107,2026-08-12 06:44:00,21,12.984099,77.600959,884.3,57.86,0.841,-0.178,9.897,-0.57,5.58,28.36,Handlebar_Mount
TEL_002739,T107,2026-08-12 06:45:00,22,12.984042,77.601001,874.5,54.03,-1.647,4.018,8.655,6.64,-4.2,-53.92,Handlebar_Mount
TEL_002740,T107,2026-08-12 06:46:00,23,12.983986,77.601083,887.3,53.25,-0.627,-0.072,8.905,5.08,-13.45,-39.8,Handlebar_Mount
TEL_002741,T107,2026-08-12 06:47:00,24,12.984012,77.601005,878.5,50.16,-0.05,3.109,9.683,1.96,1.49,17.1,Handlebar_Mount
TEL_002742,T107,2026-08-12 06:48:00,25,12.984038,77.601042,887.5,47.86,0.275,-0.213,9.792,-2.46,-10.73,31.13,Handlebar_Mount
TEL_002743,T107,2026-08-12 06:49:00,26,12.984084,77.600975,881.3,43.42,-0.908,-0.411,9.943,2.4,-2.85,-28.7,Handlebar_Mount
TEL_002744,T107,2026-08-12 06:50:00,27,12.984031,77.600898,874.5,50.21,0.657,3.889,9.733,16.95,-18.67,-45.46,Handlebar_Mount
TEL_002745,T107,2026-08-12 06:51:00,28,12.984048,77.600847,878.7,33.64,0.249,-1.534,10.749,-2.62,9.65,38.8,Handlebar_Mount
TEL_002746,T107,2026-08-12 06:52:00,29,12.984022,77.600809,889.3,24.51,1.203,-0.846,10.643,0.18,-0.99,-26.94,Handlebar_Mount
TEL_002747,T108,2026-08-13 07:31:00,1,12.952874,77.587925,880.8,7.7,1.395,0.713,8.775,-5.77,-7.81,20.39,Handlebar_Mount
TEL_002748,T108,2026-08-13 07:32:00,2,12.95286,77.587945,879.5,12.65,-0.583,0.458,10.904,2.76,3.03,-16.97,Handlebar_Mount
TEL_002749,T108,2026-08-13 07:33:00,3,12.95283,77.587989,868.7,28.73,1.431,1.489,10.008,-5.85,1.22,12.42,Handlebar_Mount
TEL_002750,T108,2026-08-13 07:34:00,4,12.95285,77.587931,878.7,37.81,-1.924,0.841,10.045,-15.99,9.96,26.14,Handlebar_Mount
TEL_002751,T108,2026-08-13 07:35:00,5,12.952901,77.587857,876.0,47.87,-1.357,0.931,10.173,12.68,-8.56,23.06,Handlebar_Mount
TEL_002752,T108,2026-08-13 07:36:00,6,12.952958,77.587774,872.2,53.98,0.767,-4.281,9.841,-7.4,17.04,-8.31,Handlebar_Mount
TEL_002753,T108,2026-08-13 07:37:00,7,12.95302,77.587684,883.3,59.05,2.044,0.469,9.349,-4.43,-4.9,45.1,Handlebar_Mount
TEL_002754,T108,2026-08-13 07:38:00,8,12.952955,77.587778,884.1,61.73,-0.595,0.248,9.283,4.81,-9.05,60.83,Handlebar_Mount
TEL_002755,T108,2026-08-13 07:39:00,9,12.953016,77.587689,876.9,57.93,-0.015,-0.352,10.702,4.75,13.63,46.86,Handlebar_Mount
TEL_002756,T108,2026-08-13 07:40:00,10,12.953077,77.587777,875.9,56.85,-1.625,-0.099,10.188,-5.35,21.76,37.39,Handlebar_Mount
TEL_002757,T108,2026-08-13 07:41:00,11,12.95313,77.587855,873.1,50.63,3.628,-4.328,9.696,8.24,22.93,-25.24,Handlebar_Mount
TEL_002758,T108,2026-08-13 07:42:00,12,12.953074,77.587772,883.2,53.45,1.025,-3.275,9.712,-1.33,3.3,-37.81,Handlebar_Mount
TEL_002759,T108,2026-08-13 07:43:00,13,12.953137,77.58768,880.8,60.23,-0.759,0.628,10.465,16.78,-7.57,-28.17,Handlebar_Mount
TEL_002760,T108,2026-08-13 07:44:00,14,12.953195,77.587764,888.1,54.75,1.338,-0.508,9.811,8.28,14.59,11.3,Handlebar_Mount
TEL_002761,T108,2026-08-13 07:45:00,15,12.953257,77.587853,878.2,57.78,-2.806,-4.605,10.075,8.06,-6.87,23.89,Handlebar_Mount
TEL_002762,T108,2026-08-13 07:46:00,16,12.953201,77.587934,886.8,52.72,-0.249,3.487,8.95,6.96,2.99,12.67,Handlebar_Mount
TEL_002763,T108,2026-08-13 07:47:00,17,12.953256,77.587974,884.6,52.41,0.203,-3.677,9.977,-4.25,-2.44,-26.32,Handlebar_Mount
TEL_002764,T108,2026-08-13 07:48:00,18,12.953314,77.588016,874.8,54.21,-5.265,3.037,10.581,9.28,39.51,-43.43,Handlebar_Mount
TEL_002765,T108,2026-08-13 07:49:00,19,12.953264,77.587944,873.6,46.73,1.919,-0.692,10.929,19.33,10.52,27.19,Handlebar_Mount
TEL_002766,T108,2026-08-13 07:50:00,20,12.953203,77.587988,867.9,58.09,2.676,-4.304,8.619,0.99,7.12,-44.06,Handlebar_Mount
TEL_002767,T108,2026-08-13 07:51:00,21,12.953228,77.588062,887.6,48.1,0.716,-0.925,10.012,-15.68,-3.52,-14.39,Handlebar_Mount
TEL_002768,T108,2026-08-13 07:52:00,22,12.953262,77.588014,883.4,31.65,-0.452,-1.523,10.786,4.34,-8.14,27.81,Handlebar_Mount
TEL_002769,T108,2026-08-13 07:53:00,23,12.953232,77.588035,876.4,27.61,1.1,-0.374,9.584,12.65,-7.23,31.75,Handlebar_Mount
TEL_002770,T109,2026-08-13 08:18:00,1,12.961604,77.59252,866.3,0.0,0.353,-0.095,10.181,10.44,-6.34,43.14,Handlebar_Mount
TEL_002771,T109,2026-08-13 08:19:00,2,12.961609,77.592533,881.6,8.87,1.875,0.821,9.623,0.16,6.53,-59.56,Handlebar_Mount
TEL_002772,T109,2026-08-13 08:20:00,3,12.961621,77.592552,881.1,23.55,2.869,2.858,10.504,12.72,-0.12,39.09,Handlebar_Mount
TEL_002773,T109,2026-08-13 08:21:00,4,12.961589,77.592575,885.7,30.3,2.25,0.625,9.101,0.13,-11.33,25.12,Handlebar_Mount
TEL_002774,T109,2026-08-13 08:22:00,5,12.961552,77.592521,882.1,34.95,3.614,0.431,10.696,-11.27,4.79,41.82,Handlebar_Mount
TEL_002775,T109,2026-08-13 08:23:00,6,12.96151,77.592582,874.4,39.64,1.35,0.434,9.717,16.46,6.98,-21.01,Handlebar_Mount
TEL_002776,T109,2026-08-13 08:24:00,7,12.961462,77.592652,881.6,45.37,0.33,0.531,9.335,-5.47,7.87,72.74,Handlebar_Mount
TEL_002777,T109,2026-08-13 08:25:00,8,12.961418,77.592587,874.0,42.3,1.423,-0.285,9.806,11.9,-3.0,49.58,Handlebar_Mount
